First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,Expected salary (Lac),Leadership- skills,Average cgpa=,8.038475685
Prakash,prakash@xyz.com,1,Skill and Employability Enhancement,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,SPOC/ College Professor,,Students,2024,Mainpuri,6.5,6,0-2 Lakh,9,no,,
Shailesh,shailesh@xyz.com,1,Skill and Employability Enhancement,Attending,st xavier's college ,Telegram,,Students,2025,Malda,9.2,3,0-2 Lakh,20,no,,
Kishor,kishor@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Email | Cloud Counselage Website,,Students,2026,Palashi,9.9,5,0-2 Lakh,15,yes,,
Grace,grace@xyz.com,1,Skill and Employability Enhancement,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,,Students,2025,Santipur,9.3,6,0-2 Lakh,17,yes,,
sawarkar,sawarkar@xyz.com,1,Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,Youtube | Email,,Students,2024,Siliguri,7.1,3,0-2 Lakh,19,no ,,
Sunil,sunil@xyz.com,1,Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,SPOC/ College Professor,,Students,2024,Silguri,7.5,8,0-2 Lakh,13,no ,,
Kailas,kailas@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2023,Talmuk,7.4,8,0-2 Lakh,12,yes,,
Sopan,sopan@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2023,Talmuk,8.3,3,0-2 Lakh,10,no,,
Sharma,sharma@xyz.com,1,Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,,,Students,2024,Siuri,7.4,6,0-2 Lakh,10,no,,
Yadav,yadav@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Orchha,7.3,5,0-2 Lakh,15,yes,,
Ranjeet,ranjeet@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2025,Sagar,9.7,6,0-2 Lakh,26,no,,
Ramesh,ramesh@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2025,Satna,7.9,8,0-2 Lakh,20,no,,
sawarkar,sawarkar@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2025,Ujjain,7.2,6,0-2 Lakh,21,no,,
Dilip,dilip@xyz.com,1,Skill and Employability Enhancement,Attending,st.francis institute of technology,,,Students,2024,Vidisha,7.1,6,0-2 Lakh,9,no,,
Chandrakant,chandrakant@xyz.com,1,Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,,,Students,2023,Aurangabad,8.7,5,0-2 Lakh,8,yes,,
Gajanan,gajanan@xyz.com,1,Skill and Employability Enhancement,Attending,wilson college ,,,Students,2025,Buldhana,8.5,5,0-2 Lakh,16,yes,,
Singh,singh@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Dhule,9.1,5,0-2 Lakh,21,yes,,
Sanjay,sanjay@xyz.com,1,Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,,,Students,2024,Thane,6.7,6,0-2 Lakh,20,no,,
Deepak,deepak@xyz.com,1,Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2025,Navi Mumbai,8.2,6,0-2 Lakh,9,yes,,
Avinash,avinash@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2023,Nagpur,8.7,3,0-2 Lakh,24,no,,
Ankush,ankush@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2026,Nanded,9.1,8,7 Lakh+,17,no,,
NILESH,nilesh@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Mahe,8.9,6,0-2 Lakh,11,no,,
Prakash,prakash@xyz.com,1,Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2024,Patiala,7.3,8,0-2 Lakh,8,yes,,
Prajapati,prajapati@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,,,Students,2023,Barmer,7.9,8,0-2 Lakh,25,yes,,
Sopan,sopan@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Jhalwar,9.8,5,0-2 Lakh,8,no,,
Rajaram,rajaram@xyz.com,1,Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2025,Kota,9.6,8,0-2 Lakh,21,no,,
Rajaram,rajaram@xyz.com,1,Skill and Employability Enhancement,Attending,silicon institute of technology,,,Students,2024,Pali,6.2,5,0-2 Lakh,17,no,,
Arun,arun@xyz.com,1,Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,,,Students,2023,Sikar,9.1,6,0-2 Lakh,18,no,,
Nagendra,nagendra@xyz.com,1,Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,,,Students,2023,Ahemdabad,7.2,3,0-2 Lakh,9,no,,
Nagendra,nagendra@xyz.com,1,Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,,,Students,2026,Amreli,9.5,8,0-2 Lakh,18,no,,
Raj,raj@xyz.com,1,Skill and Employability Enhancement,Attending,st xavier's college ,,,Students,2024,Dwarka,6.8,8,0-2 Lakh,8,yes,,
SANTOSH,santosh@xyz.com,1,Skill and Employability Enhancement,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,,,Students,2024,Jamnagar,9.9,5,0-2 Lakh,8,no ,,
Ajaykumar,ajaykumar@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Junagadh,6.6,6,0-2 Lakh,6,no ,,
subhash,subhash@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2025,Kheda,6.7,5,0-2 Lakh,7,yes,,
Rohit,rohit@xyz.com,1,Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2023,Morbi,7.6,6,0-2 Lakh,7,yes,,
Nitin,nitin@xyz.com,1,Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,,,Students,2025,Navsari,6.3,3,0-2 Lakh,5,no,,
Mahendra,mahendra@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Valsad,8.5,5,0-2 Lakh,7,no,,
Rajesh,rajesh@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Faridabad,7.5,3,0-2 Lakh,6,no,,
Vara,vara@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2023,Gurugram,8.3,8,0-2 Lakh,8,yes,,
Sachin,sachin@xyz.com,1,Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,,,Students,2023,Nizambad,9.9,6,0-2 Lakh,26,yes,,
Pooja,pooja@xyz.com,1,Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,,,Students,2024,Agartala,7.6,3,0-2 Lakh,9,yes,,
Nita,nita@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Aligarh,7.7,6,0-2 Lakh,8,no,,
Patel,patel@xyz.com,1,Skill and Employability Enhancement,Attending,st.francis institute of technology,,,Students,2025,Gonda,7.4,3,0-2 Lakh,9,no,,
ramchandra,ramchandra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,,,Students,2025,Deoria,9.2,6,0-2 Lakh,20,no,,
Mahesh,mahesh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"thakur institute of management studies, career development & research - [timscdr]",,,Students,2024,Kanpur,7.5,5,0-2 Lakh,16,no ,,
Ravindra,ravindra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,,,Students,2026,Lucknow,6.5,8,0-2 Lakh,9,no ,,
Ravindra,ravindra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Mathura,7.5,6,0-2 Lakh,8,yes,,
Vitthal,vitthal@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,,,Students,2025,Haora,6.7,3,0-2 Lakh,8,yes,,
khedekar,khedekar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,,Students,2024,Malda,7.2,6,0-2 Lakh,23,no,,
khedekar,khedekar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,,,Students,2025,Palashi,8.5,3,0-2 Lakh,9,no,,
Rajendra,rajendra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2025,Santipur,6.5,8,0-2 Lakh,7,yes,,
Dilip,dilip@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Siliguri,6.6,3,0-2 Lakh,5,yes,,
PRAMOD,pramod@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2026,Siuri,8.1,8,0-2 Lakh,19,no ,,
Sanjay,sanjay@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,,,Students,2023,Talmuk,9.7,5,0-2 Lakh,18,yes,,
Rajaram,rajaram@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2024,Talmuk,9.3,6,0-2 Lakh,23,yes,,
Tanaji,tanaji@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2025,Titagrah,7.6,6,0-2 Lakh,8,no,,
priti,priti@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st.francis institute of technology,,,Students,2023,Satna,8.5,3,0-2 Lakh,17,no,,
Dattatray,dattatray@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2024,Ujjain,8.7,3,0-2 Lakh,13,no,,
Avinash,avinash@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,,,Students,2026,Vidisha,8.3,8,0-2 Lakh,11,no,,
Ramchandra,ramchandra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",,,Students,2024,Akola,9.4,6,0-2 Lakh,15,no,,
Vasant,vasant@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,,,Students,2023,Bhandara,8.5,8,0-2 Lakh,18,yes,,
Ravindra,ravindra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2023,Buldhana,7.5,5,0-2 Lakh,8,no ,,
Vaishnavi,vaishnavi@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2023,Kalyan,7.3,6,0-2 Lakh,13,no,,
Vaishnavi,vaishnavi@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2025,Thane,7.3,6,0-2 Lakh,19,no,,
dattatray,dattatray@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Navi Mumbai,9.4,5,0-2 Lakh,25,no,,
Ramnath,ramnath@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2025,Mumbai,6.6,8,0-2 Lakh,22,yes,,
ARYAN,aryan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2023,Mahe,7.7,6,0-2 Lakh,20,no,,
Yogesh,yogesh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",,,Students,2024,Sangrur,7.1,8,0-2 Lakh,19,yes,,
Ramnath,ramnath@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,,,Students,2024,Ajmer,8.3,6,0-2 Lakh,13,yes,,
tanaji,tanaji@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,,,Students,2025,Amer,7.7,3,0-2 Lakh,11,no ,,
Bhausaheb,bhausaheb@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2023,Barmer,8,8,0-2 Lakh,12,no ,,
Hemant,hemant@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2026,Jaipur,9.4,6,0-2 Lakh,18,yes,,
Hemant,hemant@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Jalor,6.8,3,0-2 Lakh,10,no,,
Ravi,ravi@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2023,Jhalwar,6.7,6,0-2 Lakh,15,no,,
Hemant,hemant@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,silicon institute of technology,,,Students,2025,Jodhpur,7.9,3,0-2 Lakh,12,no,,
Puja,puja@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,,,Students,2023,Pali,6.9,3,0-2 Lakh,21,no,,
Singh,singh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st xavier's college ,,,Students,2024,Ahemdabad,8.3,5,0-2 Lakh,9,no,,
Dinkar,dinkar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2023,Amreli,7.2,5,0-2 Lakh,8,no,,
Rajendra,rajendra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2025,Dwarka,8.1,8,0-2 Lakh,7,no,,
tanaji,tanaji@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2025,Junagadh,7.5,8,0-2 Lakh,16,no ,,
Rajendra,rajendra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Kheda,7.9,8,0-2 Lakh,21,no ,,
Subodh,subodh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st.francis institute of technology,,,Students,2024,Morbi,9.3,6,0-2 Lakh,19,yes,,
Dilip,dilip@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",,,Students,2025,Rajkot,7.5,3,0-2 Lakh,13,no,,
Sanjay,sanjay@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2023,Chandigarh,9.1,6,0-2 Lakh,21,no,,
Rajesh,rajesh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"thakur institute of management studies, career development & research - [timscdr]",,,Students,2023,Faridabad,6.7,8,0-2 Lakh,8,no,,
Shubhangi,shubhangi@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Tirupati,7.1,8,0-2 Lakh,8,yes,,
Vasant,vasant@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2025,Eluru,9.2,8,0-2 Lakh,25,no ,,
Somnath,somnath@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,,,Students,2025,Tezpur,7.3,8,0-2 Lakh,24,yes,,
Anant,anant@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st xavier's college ,,,Students,2026,Burani,9.1,6,0-2 Lakh,19,no,,
sunil,sunil@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Dehri,6.9,6,0-2 Lakh,21,no,,
SANDEEP,sandeep@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,,Students,2023,Aurangabad,8.4,5,0-2 Lakh,17,yes,,
Komal,komal@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,,,Students,2025,Bhandara,6.7,8,0-2 Lakh,18,no,,
Sudhir,sudhir@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2023,Bhsawal,9.2,6,0-2 Lakh,18,no,,
Jadhav,jadhav@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Buldhana,7.9,5,0-2 Lakh,8,no,,
Narayan,narayan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,,,Students,2023,Jalgaon,7.6,5,0-2 Lakh,8,yes,,
Vaishnavi,vaishnavi@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2024,Kalyan,9.3,8,0-2 Lakh,19,yes,,
PALLAVI,pallavi@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2025,Thane,6.4,5,0-2 Lakh,9,no ,,
Narayan,narayan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2023,Navi Mumbai,8.4,6,0-2 Lakh,9,no ,,
Sandeep,sandeep@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Mumbai,6.6,8,0-2 Lakh,17,yes,,
Anand,anand@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2025,Nagpur,7.8,8,0-2 Lakh,13,yes,,
Dilip,dilip@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2026,Mahe,7.2,3,0-2 Lakh,15,no,,
Harsh,harsh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2025,Barmer,9.7,5,0-2 Lakh,9,no,,
Ashok,ashok@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2024,Bikaner,8.7,5,0-2 Lakh,7,no,,
Prakash,prakash@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,,,Students,2026,Jalor,8.8,8,0-2 Lakh,19,yes,,
Kundan,kundan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,ap shah institute of technology ,,,Students,2024,Pali,8.7,8,0-2 Lakh,9,yes,,
Namdeo,namdeo@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,,,Students,2025,Sikar,9.1,3,0-2 Lakh,20,no,,
Dinkar,dinkar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,,,Students,2024,Ahemdabad,9.2,6,0-2 Lakh,15,no,,
